日期维度,业务大类,业务,产品,城市,金额区间,交易笔数,交易金额
2025/1/6,惠居,省心租,贝易转网银转账收款,北京,e 10000-20000,57,848320.5
2025/1/6,惠居,省心租,支付宝APP,北京,e 10000-20000,199,3001680.02
2025/1/6,惠居,省心租,聚分期,北京,e 10000-20000,1,12753
2025/1/6,惠居,省心租,云闪付小程序,北京,e 10000-20000,4,54392
2025/1/6,惠居,省心租,微信小程序,北京,e 10000-20000,117,1715581.7
2025/1/6,惠居,省心租,贝易转直联收款至银行,北京,e 10000-20000,37,552815.4
2025/1/6,惠居,省心租,快捷,北京,e 10000-20000,4,53048
2025/1/6,惠居,省心租,POS刷卡,北京,e 10000-20000,1,15750
2025/1/6,惠居,省心租,支付宝花呗分期,北京,f 20000-50000,1,25860
2025/1/6,惠居,省心租,支付宝APP,北京,f 20000-50000,86,2337989.06
2025/1/6,惠居,省心租,贝易转直联收款至银行,北京,f 20000-50000,24,620634.3
2025/1/6,惠居,省心租,微信APP,北京,f 20000-50000,1,23855.99
2025/1/6,惠居,省心租,贝易转网银转账收款,北京,f 20000-50000,24,623440
2025/1/6,惠居,省心租,微信小程序,北京,f 20000-50000,40,1033690.48
2025/1/6,惠居,省心租,POS刷卡,北京,f 20000-50000,2,45985
2025/1/6,惠居,省心租,POS扫微信付款码,北京,f 20000-50000,1,20601
2025/1/6,惠居,省心租,贝易转网银转账收款,北京,g >=50000,1,90000
2025/1/6,惠居,省心租,支付宝APP,北京,g >=50000,2,152506
2025/1/7,惠居,省心租,贝易转网银转账收款,北京,a <500,13,327.06
2025/1/7,惠居,省心租,支付宝APP,北京,a <500,12,2737.78
2025/1/7,惠居,省心租,贝易转直联收款至银行,北京,a <500,1,55.23
2025/1/7,惠居,省心租,微信小程序,北京,a <500,6,991.61
2025/1/7,惠居,省心租,云闪付小程序,北京,b 500-1000,1,500
2025/1/7,惠居,省心租,微信APP,北京,b 500-1000,1,653
2025/1/7,惠居,省心租,微信小程序,北京,b 500-1000,24,13341.53
2025/1/7,惠居,省心租,贝易转直联收款至银行,北京,b 500-1000,1,500
2025/1/7,惠居,省心租,支付宝APP,北京,b 500-1000,45,26508.47
2025/1/7,惠居,省心租,贝易转直联收款至银行,北京,c 1000-5000,51,189962.9
2025/1/7,惠居,省心租,微信小程序,北京,c 1000-5000,304,1026217.07
2025/1/7,惠居,省心租,支付宝APP,北京,c 1000-5000,341,1148560.95
2025/1/7,惠居,省心租,聚分期,北京,c 1000-5000,1,4950
2025/1/7,惠居,省心租,微信APP,北京,c 1000-5000,3,10817.58
2025/1/7,惠居,省心租,支付宝花呗分期,北京,c 1000-5000,7,21895.24
2025/1/7,惠居,省心租,POS刷卡,北京,c 1000-5000,1,4646
2025/1/7,惠居,省心租,贝易转网银转账收款,北京,c 1000-5000,62,246343
2025/1/7,惠居,省心租,云闪付小程序,北京,c 1000-5000,3,9815
2025/1/7,惠居,省心租,快捷,北京,c 1000-5000,22,75569.3
2025/1/7,惠居,省心租,支付宝APP,北京,d 5000-10000,380,2584069.77
2025/1/7,惠居,省心租,云闪付小程序,北京,d 5000-10000,2,10230
2025/1/7,惠居,省心租,微信小程序,北京,d 5000-10000,245,1648158.4
2025/1/7,惠居,省心租,微信APP,北京,d 5000-10000,2,10547.69
2025/1/7,惠居,省心租,聚分期,北京,d 5000-10000,3,17268
2025/1/7,惠居,省心租,POS刷卡,北京,d 5000-10000,1,6104
2025/1/7,惠居,省心租,贝易转网银转账收款,北京,d 5000-10000,97,636251.77
2025/1/7,惠居,省心租,支付宝花呗分期,北京,d 5000-10000,5,31456.9
2025/1/7,惠居,省心租,贝易转直联收款至银行,北京,d 5000-10000,54,352678.5
2025/1/7,惠居,省心租,快捷,北京,d 5000-10000,19,129309.18
2025/1/7,惠居,省心租,微信小程序,北京,e 10000-20000,115,1641097.06
2025/1/7,惠居,省心租,支付宝花呗分期,北京,e 10000-20000,4,55369.13
2025/1/7,惠居,省心租,快捷,北京,e 10000-20000,2,36891
2025/1/7,惠居,省心租,贝易转网银转账收款,北京,e 10000-20000,63,926305.59
2025/1/7,惠居,省心租,贝易转直联收款至银行,北京,e 10000-20000,38,552414.5
2025/1/7,惠居,省心租,云闪付小程序,北京,e 10000-20000,3,47187
2025/1/7,惠居,省心租,微信APP,北京,e 10000-20000,1,14840
2025/1/7,惠居,省心租,支付宝APP,北京,e 10000-20000,195,2859850.51
2025/1/7,惠居,省心租,银联线上支付,北京,e 10000-20000,1,10570.94
2025/1/7,惠居,省心租,支付宝花呗分期,北京,f 20000-50000,3,71415
2025/1/7,惠居,省心租,POS扫微信付款码,北京,f 20000-50000,1,24525
2025/1/7,惠居,省心租,微信小程序,北京,f 20000-50000,57,1409450.03
2025/1/7,惠居,省心租,支付宝APP,北京,f 20000-50000,115,2947463.2
2025/1/7,惠居,省心租,POS扫支付宝付款码,北京,f 20000-50000,1,40000
2025/1/7,惠居,省心租,贝易转直联收款至银行,北京,f 20000-50000,26,664079.5
2025/1/7,惠居,省心租,贝易转网银转账收款,北京,f 20000-50000,28,778536.53
2025/1/7,惠居,省心租,贝易转网银转账收款,北京,g >=50000,2,140190
2025/1/7,惠居,省心租,支付宝APP,北京,g >=50000,2,109080
2025/1/8,惠居,省心租,微信小程序,北京,a <500,8,2209.75
2025/1/8,惠居,省心租,支付宝APP,北京,a <500,8,1766.86
2025/1/8,惠居,省心租,POS扫支付宝付款码,北京,a <500,1,3.6
2025/1/8,惠居,省心租,POS刷卡,北京,a <500,1,127.14
2025/1/8,惠居,省心租,POS扫微信付款码,北京,a <500,2,319.78
2025/1/8,惠居,省心租,贝易转网银转账收款,北京,a <500,10,95
2025/1/8,惠居,省心租,云闪付小程序,北京,b 500-1000,5,2500
2025/1/8,惠居,省心租,贝易转网银转账收款,北京,b 500-1000,1,613
2025/1/8,惠居,省心租,微信小程序,北京,b 500-1000,22,13188.36
2025/1/8,惠居,省心租,支付宝APP,北京,b 500-1000,30,16265.85
2025/1/8,惠居,省心租,贝易转网银转账收款,北京,c 1000-5000,50,189180.48
2025/1/8,惠居,省心租,微信小程序,北京,c 1000-5000,286,971000.78
2025/1/8,惠居,省心租,快捷,北京,c 1000-5000,10,34192.5
2025/1/8,惠居,省心租,贝易转直联收款至银行,北京,c 1000-5000,59,226054.38
2025/1/8,惠居,省心租,支付宝花呗分期,北京,c 1000-5000,7,28331.5
2025/1/8,惠居,省心租,银联线上支付,北京,c 1000-5000,1,3256.67
2025/1/8,惠居,省心租,POS刷卡,北京,c 1000-5000,4,12242
2025/1/8,惠居,省心租,支付宝APP,北京,c 1000-5000,369,1306174.86
2025/1/8,惠居,省心租,微信APP,北京,c 1000-5000,3,8131.35
2025/1/8,惠居,省心租,微信小程序,北京,d 5000-10000,246,1642263.46
2025/1/8,惠居,省心租,支付宝花呗分期,北京,d 5000-10000,3,17510
2025/1/8,惠居,省心租,POS刷卡,北京,d 5000-10000,5,30410
2025/1/8,惠居,省心租,微信APP,北京,d 5000-10000,1,5274.23
2025/1/8,惠居,省心租,云闪付小程序,北京,d 5000-10000,3,18428
2025/1/8,惠居,省心租,快捷,北京,d 5000-10000,16,106985.11
2025/1/8,惠居,省心租,贝易转直联收款至银行,北京,d 5000-10000,57,370383.58
2025/1/8,惠居,省心租,支付宝APP,北京,d 5000-10000,405,2735150.32
2025/1/8,惠居,省心租,贝易转网银转账收款,北京,d 5000-10000,76,491118.5
2025/1/8,惠居,省心租,云闪付小程序,北京,e 10000-20000,3,38642
2025/1/8,惠居,省心租,贝易转网银转账收款,北京,e 10000-20000,47,664531
2025/1/8,惠居,省心租,快捷,北京,e 10000-20000,3,48467
2025/1/8,惠居,省心租,聚分期,北京,e 10000-20000,1,18312
2025/1/8,惠居,省心租,支付宝花呗分期,北京,e 10000-20000,1,16899
2025/1/8,惠居,省心租,支付宝APP,北京,e 10000-20000,192,2831426.81
2025/1/8,惠居,省心租,贝易转直联收款至银行,北京,e 10000-20000,28,418375.7
2025/1/8,惠居,省心租,微信小程序,北京,e 10000-20000,104,1525009.55
2025/1/8,惠居,省心租,POS刷卡,北京,e 10000-20000,1,16500
2025/1/8,惠居,省心租,贝易转网银转账收款,北京,f 20000-50000,25,633040
2025/1/8,惠居,省心租,贝易转直联收款至银行,北京,f 20000-50000,30,817060
2025/1/8,惠居,省心租,支付宝APP,北京,f 20000-50000,90,2377768.95
2025/1/8,惠居,省心租,POS刷卡,北京,f 20000-50000,2,42904
2025/1/8,惠居,省心租,微信小程序,北京,f 20000-50000,60,1511349.4
2025/1/8,惠居,省心租,支付宝APP,北京,g >=50000,4,213753
2025/1/9,惠居,省心租,微信APP,北京,a <500,3,693.32
2025/1/9,惠居,省心租,贝易转网银转账收款,北京,a <500,9,287
2025/1/9,惠居,省心租,POS扫微信付款码,北京,a <500,1,100
2025/1/9,惠居,省心租,微信小程序,北京,a <500,6,1482.11
2025/1/9,惠居,省心租,支付宝APP,北京,a <500,9,1470.7
2025/1/9,惠居,省心租,贝易转直联收款至银行,北京,b 500-1000,1,500
2025/1/9,惠居,省心租,支付宝APP,北京,b 500-1000,53,38918.12
2025/1/9,惠居,省心租,贝易转网银转账收款,北京,b 500-1000,1,500
2025/1/9,惠居,省心租,快捷,北京,b 500-1000,3,1500
2025/1/9,惠居,省心租,微信小程序,北京,b 500-1000,20,10982.62
2025/1/9,惠居,省心租,云闪付小程序,北京,b 500-1000,1,500
2025/1/9,惠居,省心租,贝易转直联收款至银行,北京,c 1000-5000,45,166053.62
2025/1/9,惠居,省心租,快捷,北京,c 1000-5000,11,37419
2025/1/9,惠居,省心租,支付宝APP,北京,c 1000-5000,362,1296962.2
2025/1/9,惠居,省心租,贝易转网银转账收款,北京,c 1000-5000,54,214258.59
2025/1/9,惠居,省心租,聚分期,北京,c 1000-5000,1,4400
2025/1/9,惠居,省心租,POS刷卡,北京,c 1000-5000,1,4905
2025/1/9,惠居,省心租,POS扫支付宝付款码,北京,c 1000-5000,2,7133
2025/1/9,惠居,省心租,支付宝花呗分期,北京,c 1000-5000,7,25305.5
2025/1/9,惠居,省心租,银联线上支付,北京,c 1000-5000,1,1130.67
2025/1/9,惠居,省心租,云闪付小程序,北京,c 1000-5000,3,12482.5
2025/1/9,惠居,省心租,POS扫微信付款码,北京,c 1000-5000,2,6914.45
2025/1/9,惠居,省心租,微信APP,北京,c 1000-5000,2,4935.95
2025/1/9,惠居,省心租,微信小程序,北京,c 1000-5000,298,1053796.63
2025/1/9,惠居,省心租,支付宝花呗分期,北京,d 5000-10000,3,16609
2025/1/9,惠居,省心租,支付宝APP,北京,d 5000-10000,402,2711334.74
2025/1/9,惠居,省心租,云闪付小程序,北京,d 5000-10000,10,58856
2025/1/9,惠居,省心租,快捷,北京,d 5000-10000,15,101604.5
2025/1/9,惠居,省心租,微信APP,北京,d 5000-10000,2,13542.57
2025/1/9,惠居,省心租,POS刷卡,北京,d 5000-10000,2,17226.6
2025/1/9,惠居,省心租,银联线上支付,北京,d 5000-10000,1,8350
2025/1/9,惠居,省心租,贝易转直联收款至银行,北京,d 5000-10000,59,370171.3
2025/1/9,惠居,省心租,微信小程序,北京,d 5000-10000,264,1746947.37
2025/1/9,惠居,省心租,聚分期,北京,d 5000-10000,1,6996
2025/1/9,惠居,省心租,贝易转网银转账收款,北京,d 5000-10000,87,598490.98
2025/1/9,惠居,省心租,POS扫微信付款码,北京,d 5000-10000,3,18003
2025/1/9,惠居,省心租,微信小程序,北京,e 10000-20000,115,1730620.5
2025/1/9,惠居,省心租,快捷,北京,e 10000-20000,2,32934
2025/1/9,惠居,省心租,支付宝APP,北京,e 10000-20000,183,2729284.96
2025/1/9,惠居,省心租,贝易转直联收款至银行,北京,e 10000-20000,51,723594.16
2025/1/9,惠居,省心租,POS扫支付宝付款码,北京,e 10000-20000,1,14338
2025/1/9,惠居,省心租,POS刷卡,北京,e 10000-20000,1,15298.5
2025/1/9,惠居,省心租,POS扫微信付款码,北京,e 10000-20000,1,16848
2025/1/9,惠居,省心租,贝易转网银转账收款,北京,e 10000-20000,57,884659.34
2025/1/9,惠居,省心租,支付宝花呗分期,北京,e 10000-20000,4,55621
2025/1/9,惠居,省心租,贝易转直联收款至银行,北京,f 20000-50000,22,610332.1
2025/1/9,惠居,省心租,贝易转网银转账收款,北京,f 20000-50000,27,695603.2
2025/1/9,惠居,省心租,支付宝APP,北京,f 20000-50000,90,2388003.71
2025/1/9,惠居,省心租,云闪付小程序,北京,f 20000-50000,1,21909
2025/1/9,惠居,省心租,微信小程序,北京,f 20000-50000,47,1240384.4
2025/1/9,惠居,省心租,微信APP,北京,f 20000-50000,1,30535.23
2025/1/9,惠居,省心租,支付宝APP,北京,g >=50000,1,54060
2025/1/9,惠居,省心租,贝易转网银转账收款,北京,g >=50000,1,81000
2025/1/10,惠居,省心租,支付宝APP,北京,a <500,12,2328.04
2025/1/10,惠居,省心租,POS刷卡,北京,a <500,1,100
2025/1/10,惠居,省心租,POS扫微信付款码,北京,a <500,2,105.84
2025/1/10,惠居,省心租,微信小程序,北京,a <500,4,1104.51
2025/1/10,惠居,省心租,贝易转网银转账收款,北京,a <500,17,185.4
2025/1/10,惠居,省心租,贝易转网银转账收款,北京,b 500-1000,3,1605
2025/1/10,惠居,省心租,贝易转直联收款至银行,北京,b 500-1000,1,500
2025/1/10,惠居,省心租,云闪付小程序,北京,b 500-1000,2,1000
2025/1/10,惠居,省心租,支付宝APP,北京,b 500-1000,41,21687.47
2025/1/10,惠居,省心租,微信小程序,北京,b 500-1000,14,8945.55
2025/1/10,惠居,省心租,贝易转直联收款至银行,北京,c 1000-5000,71,270704.33
2025/1/10,惠居,省心租,支付宝APP,北京,c 1000-5000,584,2046463.42
2025/1/10,惠居,省心租,云闪付小程序,北京,c 1000-5000,11,39854
2025/1/10,惠居,省心租,贝易转网银转账收款,北京,c 1000-5000,91,343072.13
2025/1/10,惠居,省心租,聚分期,北京,c 1000-5000,3,10384.5
2025/1/10,惠居,省心租,微信APP,北京,c 1000-5000,2,6371.27
2025/1/10,惠居,省心租,快捷,北京,c 1000-5000,22,73829.64
2025/1/10,惠居,省心租,POS扫支付宝付款码,北京,c 1000-5000,1,3924
2025/1/10,惠居,省心租,支付宝花呗分期,北京,c 1000-5000,7,23786.5
2025/1/10,惠居,省心租,微信小程序,北京,c 1000-5000,462,1626296.75
2025/1/10,惠居,省心租,POS刷卡,北京,c 1000-5000,2,5727.15
2025/1/10,惠居,省心租,聚分期,北京,d 5000-10000,2,13972
2025/1/10,惠居,省心租,贝易转网银转账收款,北京,d 5000-10000,116,753702.2
2025/1/10,惠居,省心租,POS扫支付宝付款码,北京,d 5000-10000,1,5170
2025/1/10,惠居,省心租,云闪付小程序,北京,d 5000-10000,2,12200
2025/1/10,惠居,省心租,微信APP,北京,d 5000-10000,1,5460
2025/1/10,惠居,省心租,微信小程序,北京,d 5000-10000,335,2207607.79
2025/1/10,惠居,省心租,POS刷卡,北京,d 5000-10000,2,14035
2025/1/10,惠居,省心租,贝易转直联收款至银行,北京,d 5000-10000,60,400076
2025/1/10,惠居,省心租,支付宝APP,北京,d 5000-10000,492,3310815.58
2025/1/10,惠居,省心租,POS扫微信付款码,北京,d 5000-10000,1,7020
2025/1/10,惠居,省心租,快捷,北京,d 5000-10000,23,158838.05
2025/1/10,惠居,省心租,支付宝花呗分期,北京,d 5000-10000,6,31836.63
2025/1/10,惠居,省心租,微信小程序,北京,e 10000-20000,134,1987560.48
2025/1/10,惠居,省心租,快捷,北京,e 10000-20000,2,32076
2025/1/10,惠居,省心租,支付宝花呗分期,北京,e 10000-20000,1,10249.2
2025/1/10,惠居,省心租,云闪付小程序,北京,e 10000-20000,1,10692
2025/1/10,惠居,省心租,贝易转网银转账收款,北京,e 10000-20000,85,1270131.05
2025/1/10,惠居,省心租,POS刷卡,北京,e 10000-20000,2,29297
2025/1/10,惠居,省心租,贝易转直联收款至银行,北京,e 10000-20000,33,495472.28
2025/1/10,惠居,省心租,支付宝APP,北京,e 10000-20000,250,3711147.92
2025/1/10,惠居,省心租,支付宝花呗分期,北京,f 20000-50000,4,85505
2025/1/10,惠居,省心租,贝易转网银转账收款,北京,f 20000-50000,35,850451.19
2025/1/10,惠居,省心租,贝易转直联收款至银行,北京,f 20000-50000,24,623349.5
2025/1/10,惠居,省心租,POS刷卡,北京,f 20000-50000,2,55581
2025/1/10,惠居,省心租,微信小程序,北京,f 20000-50000,47,1165380.91
2025/1/10,惠居,省心租,支付宝APP,北京,f 20000-50000,109,2801108.7
2025/1/10,惠居,省心租,支付宝APP,北京,g >=50000,1,51840
2025/1/10,惠居,省心租,POS刷卡,北京,g >=50000,2,122370
2025/1/10,惠居,省心租,微信小程序,北京,g >=50000,1,62034
2025/1/10,惠居,省心租,贝易转网银转账收款,北京,g >=50000,1,52374
2025/1/11,惠居,省心租,贝易转网银转账收款,北京,a <500,20,209.8
2025/1/11,惠居,省心租,微信APP,北京,a <500,1,132.6
2025/1/11,惠居,省心租,微信小程序,北京,a <500,7,1290.68
2025/1/11,惠居,省心租,贝易转直联收款至银行,北京,a <500,1,402.91
2025/1/11,惠居,省心租,支付宝APP,北京,a <500,8,1672.19
2025/1/11,惠居,省心租,支付宝花呗分期,北京,a <500,1,263.33
2025/1/11,惠居,省心租,支付宝APP,北京,b 500-1000,21,12384
2025/1/11,惠居,省心租,微信小程序,北京,b 500-1000,21,12160.52
2025/1/11,惠居,省心租,云闪付小程序,北京,b 500-1000,1,500
2025/1/11,惠居,省心租,贝易转网银转账收款,北京,b 500-1000,1,550
2025/1/11,惠居,省心租,贝易转网银转账收款,北京,c 1000-5000,54,216686.99
2025/1/11,惠居,省心租,微信APP,北京,c 1000-5000,2,4174.01
2025/1/11,惠居,省心租,支付宝APP,北京,c 1000-5000,376,1333620.6
2025/1/11,惠居,省心租,银联线上支付,北京,c 1000-5000,1,2300
2025/1/11,惠居,省心租,聚分期,北京,c 1000-5000,1,4104
2025/1/11,惠居,省心租,微信小程序,北京,c 1000-5000,362,1255722.92
2025/1/11,惠居,省心租,POS扫微信付款码,北京,c 1000-5000,2,6251
2025/1/11,惠居,省心租,快捷,北京,c 1000-5000,11,34687
2025/1/11,惠居,省心租,支付宝花呗分期,北京,c 1000-5000,9,24032.5
2025/1/11,惠居,省心租,POS扫支付宝付款码,北京,c 1000-5000,4,11181
2025/1/11,惠居,省心租,贝易转直联收款至银行,北京,c 1000-5000,54,217004.13
2025/1/11,惠居,省心租,POS刷卡,北京,c 1000-5000,2,5650
2025/1/11,惠居,省心租,云闪付小程序,北京,c 1000-5000,6,19192
2025/1/11,惠居,省心租,贝易转直联收款至银行,北京,d 5000-10000,48,322408.08
2025/1/11,惠居,省心租,支付宝花呗分期,北京,d 5000-10000,4,27134
2025/1/11,惠居,省心租,快捷,北京,d 5000-10000,21,142571.5
2025/1/11,惠居,省心租,微信小程序,北京,d 5000-10000,331,2168177.3
2025/1/11,惠居,省心租,POS扫支付宝付款码,北京,d 5000-10000,1,9051
2025/1/11,惠居,省心租,POS刷卡,北京,d 5000-10000,1,5000
2025/1/11,惠居,省心租,贝易转网银转账收款,北京,d 5000-10000,98,656999.01
2025/1/11,惠居,省心租,聚分期,北京,d 5000-10000,3,18357
2025/1/11,惠居,省心租,微信APP,北京,d 5000-10000,1,8800
2025/1/11,惠居,省心租,支付宝APP,北京,d 5000-10000,392,2613072.09
2025/1/11,惠居,省心租,云闪付小程序,北京,d 5000-10000,1,9720
2025/1/11,惠居,省心租,贝易转网银转账收款,北京,e 10000-20000,74,1064970.38
2025/1/11,惠居,省心租,快捷,北京,e 10000-20000,7,91706
2025/1/11,惠居,省心租,贝易转直联收款至银行,北京,e 10000-20000,40,585391
2025/1/11,惠居,省心租,微信小程序,北京,e 10000-20000,151,2163663.73
2025/1/11,惠居,省心租,支付宝花呗分期,北京,e 10000-20000,2,24196.5
2025/1/11,惠居,省心租,云闪付小程序,北京,e 10000-20000,2,29211
2025/1/11,惠居,省心租,POS刷卡,北京,e 10000-20000,1,14013
2025/1/11,惠居,省心租,支付宝APP,北京,e 10000-20000,195,2830593.12
2025/1/11,惠居,省心租,微信小程序,北京,f 20000-50000,41,1034271.1
2025/1/11,惠居,省心租,支付宝花呗分期,北京,f 20000-50000,1,23700
2025/1/11,惠居,省心租,支付宝APP,北京,f 20000-50000,94,2379254.4
2025/1/11,惠居,省心租,POS扫支付宝付款码,北京,f 20000-50000,1,26010
2025/1/11,惠居,省心租,贝易转直联收款至银行,北京,f 20000-50000,26,704788
2025/1/11,惠居,省心租,贝易转网银转账收款,北京,f 20000-50000,37,991634.23
2025/1/11,惠居,省心租,POS扫微信付款码,北京,f 20000-50000,1,36297
2025/1/11,惠居,省心租,快捷,北京,f 20000-50000,1,37500
2025/1/11,惠居,省心租,贝易转网银转账收款,北京,g >=50000,1,57225
2025/1/11,惠居,省心租,支付宝APP,北京,g >=50000,1,55590
2025/1/11,惠居,省心租,贝易转直联收款至银行,北京,g >=50000,1,63600
2025/1/12,惠居,省心租,支付宝APP,北京,a <500,9,1076
2025/1/12,惠居,省心租,贝易转网银转账收款,北京,a <500,8,56.32
2025/1/12,惠居,省心租,微信小程序,北京,a <500,1,120
2025/1/12,惠居,省心租,微信APP,北京,a <500,1,362.05
2025/1/12,惠居,省心租,支付宝APP,北京,b 500-1000,40,23986.35
2025/1/12,惠居,省心租,支付宝花呗分期,北京,b 500-1000,1,840
2025/1/12,惠居,省心租,云闪付小程序,北京,b 500-1000,2,1000
2025/1/12,惠居,省心租,贝易转直联收款至银行,北京,b 500-1000,1,671
2025/1/12,惠居,省心租,微信小程序,北京,b 500-1000,13,6957.93
2025/1/12,惠居,省心租,贝易转直联收款至银行,北京,c 1000-5000,45,172002.29
2025/1/12,惠居,省心租,聚分期,北京,c 1000-5000,1,1705
2025/1/12,惠居,省心租,贝易转网银转账收款,北京,c 1000-5000,47,183709.88
2025/1/12,惠居,省心租,POS扫微信付款码,北京,c 1000-5000,4,16518
2025/1/12,惠居,省心租,云闪付小程序,北京,c 1000-5000,6,22489
2025/1/12,惠居,省心租,银联线上支付,北京,c 1000-5000,1,4300
2025/1/12,惠居,省心租,POS扫支付宝付款码,北京,c 1000-5000,1,3745
2025/1/12,惠居,省心租,微信小程序,北京,c 1000-5000,405,1451633.14
2025/1/12,惠居,省心租,支付宝APP,北京,c 1000-5000,428,1521122.17
2025/1/12,惠居,省心租,POS刷卡,北京,c 1000-5000,2,5225
2025/1/12,惠居,省心租,支付宝花呗分期,北京,c 1000-5000,8,25175.5
2025/1/12,惠居,省心租,微信APP,北京,c 1000-5000,2,5710
2025/1/12,惠居,省心租,快捷,北京,c 1000-5000,14,48933.4
2025/1/12,惠居,省心租,支付宝APP,北京,d 5000-10000,446,2972485.76
2025/1/12,惠居,省心租,快捷,北京,d 5000-10000,18,111551.37
2025/1/12,惠居,省心租,微信APP,北京,d 5000-10000,2,11848.91
2025/1/12,惠居,省心租,云闪付小程序,北京,d 5000-10000,8,56338
2025/1/12,惠居,省心租,POS扫微信付款码,北京,d 5000-10000,1,6300
2025/1/12,惠居,省心租,支付宝花呗分期,北京,d 5000-10000,5,35142
2025/1/12,惠居,省心租,贝易转直联收款至银行,北京,d 5000-10000,67,444180
2025/1/12,惠居,省心租,聚分期,北京,d 5000-10000,1,6696
2025/1/12,惠居,省心租,POS刷卡,北京,d 5000-10000,1,7000
2025/1/12,惠居,省心租,微信小程序,北京,d 5000-10000,322,2121677.44
2025/1/12,惠居,省心租,贝易转网银转账收款,北京,d 5000-10000,100,660478.18
2025/1/12,惠居,省心租,支付宝APP,北京,e 10000-20000,233,3514441.39
2025/1/12,惠居,省心租,云闪付小程序,北京,e 10000-20000,2,26556
2025/1/12,惠居,省心租,贝易转网银转账收款,北京,e 10000-20000,76,1138000.4
2025/1/12,惠居,省心租,聚分期,北京,e 10000-20000,2,21664
2025/1/12,惠居,省心租,贝易转直联收款至银行,北京,e 10000-20000,42,620156
2025/1/12,惠居,省心租,支付宝花呗分期,北京,e 10000-20000,4,60394
2025/1/12,惠居,省心租,微信APP,北京,e 10000-20000,1,14228.11
2025/1/12,惠居,省心租,微信小程序,北京,e 10000-20000,157,2276132.01
2025/1/12,惠居,省心租,POS刷卡,北京,e 10000-20000,1,19950
2025/1/12,惠居,省心租,快捷,北京,e 10000-20000,5,65395
2025/1/12,惠居,省心租,贝易转直联收款至银行,北京,f 20000-50000,24,687968.3
2025/1/12,惠居,省心租,POS刷卡,北京,f 20000-50000,1,22890
2025/1/12,惠居,省心租,贝易转网银转账收款,北京,f 20000-50000,43,1152171.62
2025/1/12,惠居,省心租,云闪付小程序,北京,f 20000-50000,1,22890
2025/1/12,惠居,省心租,支付宝APP,北京,f 20000-50000,136,3496422.46
2025/1/12,惠居,省心租,微信小程序,北京,f 20000-50000,64,1628268.38
2025/1/12,惠居,省心租,贝易转网银转账收款,北京,g >=50000,1,50031
2025/1/12,惠居,省心租,支付宝APP,北京,g >=50000,3,205500
2025/1/13,惠居,省心租,贝易转网银转账收款,北京,a <500,17,429
2025/1/13,惠居,省心租,支付宝APP,北京,a <500,8,2194.2
2025/1/13,惠居,省心租,POS扫微信付款码,北京,a <500,3,97.38
2025/1/13,惠居,省心租,微信小程序,北京,a <500,2,585.73
2025/1/13,惠居,省心租,贝易转直联收款至银行,北京,b 500-1000,2,1582
2025/1/13,惠居,省心租,银联线上支付,北京,b 500-1000,1,741.71
2025/1/13,惠居,省心租,支付宝花呗分期,北京,b 500-1000,2,1348
2025/1/13,惠居,省心租,支付宝APP,北京,b 500-1000,31,16621.5
2025/1/13,惠居,省心租,快捷,北京,b 500-1000,1,500
2025/1/13,惠居,省心租,微信小程序,北京,b 500-1000,16,8246.67
2025/1/13,惠居,省心租,云闪付小程序,北京,b 500-1000,2,1000
2025/1/13,惠居,省心租,微信APP,北京,c 1000-5000,5,12666.83
2025/1/13,惠居,省心租,支付宝花呗分期,北京,c 1000-5000,12,44552.75
2025/1/13,惠居,省心租,POS扫微信付款码,北京,c 1000-5000,2,5506.2
2025/1/13,惠居,省心租,支付宝APP,北京,c 1000-5000,382,1349012.05
2025/1/13,惠居,省心租,贝易转网银转账收款,北京,c 1000-5000,56,226661.69
2025/1/13,惠居,省心租,云闪付小程序,北京,c 1000-5000,3,11007
2025/1/13,惠居,省心租,微信小程序,北京,c 1000-5000,337,1177507.89
2025/1/13,惠居,省心租,快捷,北京,c 1000-5000,20,76159
2025/1/13,惠居,省心租,贝易转直联收款至银行,北京,c 1000-5000,42,155432.6
2025/1/13,惠居,省心租,POS扫支付宝付款码,北京,c 1000-5000,2,7100
2025/1/13,惠居,省心租,贝易转网银转账收款,北京,d 5000-10000,114,761948.93
2025/1/13,惠居,省心租,贝易转直联收款至银行,北京,d 5000-10000,53,338554.7
2025/1/13,惠居,省心租,支付宝APP,北京,d 5000-10000,428,2853131.25
2025/1/13,惠居,省心租,微信小程序,北京,d 5000-10000,310,2050376.92
2025/1/13,惠居,省心租,快捷,北京,d 5000-10000,28,190647
2025/1/13,惠居,省心租,聚分期,北京,d 5000-10000,1,7665
2025/1/13,惠居,省心租,POS刷卡,北京,d 5000-10000,1,5995
2025/1/13,惠居,省心租,云闪付小程序,北京,d 5000-10000,2,18040
2025/1/13,惠居,省心租,POS扫微信付款码,北京,d 5000-10000,1,6100
2025/1/13,惠居,省心租,支付宝花呗分期,北京,d 5000-10000,1,5610
2025/1/13,惠居,省心租,银联线上支付,北京,e 10000-20000,2,29326.47
2025/1/13,惠居,省心租,快捷,北京,e 10000-20000,2,20056
2025/1/13,惠居,省心租,贝易转直联收款至银行,北京,e 10000-20000,47,728647
2025/1/13,惠居,省心租,贝易转网银转账收款,北京,e 10000-20000,66,1001618.01
